"","SHOT_NUMBER","PERIOD","GAME_CLOCK","SHOT_CLOCK","DRIBBLES","TOUCH_TIME","SHOT_RESULT","CLOSE_DEF_DIST","MINUTES_REMAINING","SECONDS_REMAINING","ACTION_TYPE","SHOT_TYPE","SHOT_ZONE_BASIC","SHOT_ZONE_AREA","SHOT_ZONE_RANGE","SHOT_DISTANCE","LOC_X","LOC_Y","DEFENDER_POSITION","DEFENDER_HEIGHT","DEFENDER_WEIGHT","DEFENDER_AGE","DEFENDER_EXPERIENCE"
"151",27,"4",272,14.8,9,8.7,"missed",2.6,4,29,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,17,11,"F",80,215,29,10
"152",28,"4",197,2.3,6,15.7,"made",3.6,3,15,"Step Back Jump shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",21,-128,170,"F",80,215,29,10
"153",10,"2",487,13.7,0,2.3,"missed",2.4,8,7,"Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",5,-34,37,"F",80,215,29,10
"154",2,"1",550,19.2,4,3.9,"missed",5.5,9,7,"Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",4,-4,48,"C",84,260,30,9
"155",2,"1",617,21,1,1.6,"made",1.2,10,15,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,4,-3,"F",83,255,32,8
"156",5,"1",284,21.1,0,1,"made",5.6,4,40,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-16,4,"G",75,200,31,9
"157",10,"3",701,4.9,2,2.5,"missed",2.6,11,37,"Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",17,-106,142,"G",75,200,31,9
"158",10,"2",37,13.2,10,10.9,"missed",3.8,0,33,"Fadeaway Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",5,6,56,"C",83,250,28,6
"159",4,"1",58,11,15,13.3,"made",5.1,0,56,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-10,-2,"FC",81,245,32,9
"160",5,"1",122,2.9,13,11.4,"missed",4.7,1,58,"Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",21,-202,72,"FC",80,250,30,9
"161",14,"2",112,15.4,2,2.4,"made",4.5,1,50,"Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",24,26,246,"FC",80,250,30,9
"162",7,"2",37,20.8,2,3,"missed",1.1,0,34,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-2,12,"F",82,235,28,6
"163",10,"3",310,4.9,0,3,"missed",3.6,5,7,"Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",26,209,157,"G",73,175,28,9
"164",6,"2",374,16.2,7,8.3,"missed",0.2,6,12,"Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",7,50,58,"F",81,240,28,9
"165",17,"4",211,5.4,21,18.6,"made",4.9,3,29,"Step Back Jump shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",20,-52,194,"F",81,240,28,9
"166",8,"3",530,21,1,1.3,"missed",0.1,8,48,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-10,1,"F",81,240,28,9
"167",1,"1",677,10.4,1,6.6,"made",1.9,11,15,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,2,-3,"F",81,240,28,9
"168",3,"1",445,20.9,2,2.3,"missed",1.4,7,22,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-15,14,"C",83,240,31,7
"169",2,"1",585,1.5,8,9,"missed",6.2,9,42,"Jump Shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.",23,-232,3,"C",83,240,31,7
"170",10,"3",283,13.1,12,10.3,"missed",1.2,4,39,"Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",10,-103,33,"C",83,240,31,7
"171",3,"1",157,11.8,1,6,"missed",3.7,2,35,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,18,19,"G",75,200,33,9
"172",17,"3",33,12.8,10,7.8,"missed",2,0,31,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,24,-5,"G",75,200,33,9
"173",6,"1",62,6.2,0,0.9,"missed",10.9,0,59,"Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",26,176,200,"G-F",78,220,32,5
"174",3,"1",440,16,10,7.6,"missed",4,7,18,"Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,157,189,"G-F",78,220,32,5
"175",16,"4",282,15.7,0,1,"made",5.2,4,38,"Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,4,254,"G-F",78,220,32,5
"176",13,"3",538,14.7,2,2.4,"missed",10.2,8,55,"Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,0,255,"G-F",78,220,32,5
"177",8,"3",709,13,0,3,"missed",2.4,11,46,"Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",6,-34,58,"G-F",78,220,32,5
"178",11,"3",588,18,4,4.5,"made",5.3,9,47,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-18,3,"G-F",78,220,32,5
"179",17,"4",257,19.3,4,4.3,"made",2.2,4,13,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,4,0,"G-F",78,220,32,5
"180",2,"1",451,3.2,0,3.9,"missed",3.4,7,28,"Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","16-24 ft.",17,171,-10,"G-F",78,220,32,5
"181",9,"3",698,2.2,3,3.2,"made",9.1,11,38,"Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",13,-27,134,"G-F",78,220,32,5
"182",2,"1",340,6.1,6,11.2,"made",3.4,5,37,"Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,147,192,"F",83,240,29,8
"183",8,"2",96,21.4,0,1.2,"made",12.3,1,30,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",24,-202,140,"G",76,213,31,8
"184",7,"2",104,19.2,5,3.7,"made",2,1,41,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,9,1,"G",76,213,31,8
"185",9,"2",38,7.6,16,15.7,"missed",6,0,35,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-147,203,"G",76,213,31,8
"186",7,"3",546,8.2,0,4.6,"missed",4,9,3,"Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",18,-139,127,"F",80,230,28,8
"187",11,"3",611,9,1,5.1,"made",4.1,10,7,"Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",18,-183,50,"F-G",79,222,31,8
"188",6,"1",132,14.1,1,2,"made",0.3,2,12,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,10,-2,"F-G",79,222,31,8
"189",4,"1",499,9.9,0,1,"made",8.3,8,16,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",24,-226,105,"F-G",79,222,31,8
"190",12,"3",582,3.9,0,4.6,"made",3.9,9,39,"Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","16-24 ft.",18,162,99,"F-G",79,222,31,8
"191",13,"3",540,13.6,6,3.4,"missed",3.1,8,54,"Jump Shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",17,136,108,"F-G",79,222,31,8
"192",1,"1",632,17.1,8,6.1,"made",6,10,30,"Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,133,205,"F-G",79,222,31,8
"193",2,"1",571,10,0,0.8,"made",4.6,9,29,"Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",27,143,239,"F-G",79,222,31,8
"194",24,"4",345,18.7,6,5,"made",4.6,5,42,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,4,3,"G",73,186,29,8
"195",3,"1",501,6.1,2,2.4,"missed",2.8,8,19,"Running Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",6,-2,60,"G",72,205,29,8
"196",12,"3",254,18.9,0,4.8,"made",15.2,4,11,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,-172,205,"G",72,205,29,8
"197",9,"3",344,16.5,1,2.5,"missed",2.2,5,41,"Turnaround Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",14,-147,7,"G",72,205,29,8
"198",12,"4",690,11.7,9,13.8,"made",1.5,11,28,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,13,3,"F-G",78,224,30,3
"199",10,"3",395,17.4,1,7.1,"missed",4,6,33,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",24,-194,142,"F-G",78,224,30,3
"200",14,"4",503,12.3,1,4.6,"made",7.9,8,21,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",24,-177,165,"F-G",78,224,30,3
"201",16,"4",137,2.4,2,8.3,"missed",4.3,2,14,"Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,215,135,"F-G",78,224,30,3
"202",1,"1",575,20.2,3,5.3,"missed",4.7,9,33,"Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,89,230,"F-G",78,224,30,3
"203",4,"1",430,5.8,0,3.7,"made",4.5,7,7,"Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",28,182,219,"F-G",78,224,30,3
"204",18,"4",24,20.8,3,3.1,"missed",2.9,0,21,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-131,216,"F-G",78,224,30,3
"205",16,"3",127,16.3,8,7.3,"missed",1.2,2,5,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,18,6,"F",80,253,30,8
"206",14,"3",527,19.2,0,3,"made",1.2,8,46,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-2,0,"F",80,253,30,8
"207",4,"1",513,20.9,1,1.6,"missed",3,8,30,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-2,12,"F",81,240,26,7
"208",18,"4",691,10.5,0,1.2,"made",6.8,11,28,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,-169,200,"F",81,240,26,7
"209",8,"2",620,19.4,7,4.2,"missed",6.5,10,16,"Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",9,4,94,"F",81,240,26,7
"210",12,"3",672,18.3,6,6.2,"missed",1.9,11,8,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-16,15,"FC",82,250,29,7
"211",16,"3",469,11,0,0.9,"missed",2.9,7,46,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-11,9,"FC",82,250,29,7
"212",15,"3",505,11.2,2,1.8,"made",2,8,23,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-7,-5,"FC",82,250,29,7
"213",5,"1",362,12,4,3.5,"missed",1.9,5,58,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,2,4,"FC",82,250,29,7
"214",7,"1",187,13.1,2,2.2,"missed",2,3,5,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-11,3,"F",81,235,28,6
"215",25,"4",125,3.5,16,11.9,"made",2.5,2,2,"Turnaround Fadeaway shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",11,-5,113,"F",81,235,28,6
"216",18,"3",605,5.5,0,0.9,"missed",7.9,10,2,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-215,146,"F",81,235,28,6
"217",2,"1",669,18.5,0,1.2,"made",8.5,11,7,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",24,-157,184,"F",81,235,28,6
"218",15,"2",93,15.5,4,5,"missed",4.5,1,30,"Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,110,224,"F",81,235,28,6
"219",6,"1",303,5.4,3,5.8,"made",3.1,5,0,"Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",4,4,48,"F",81,235,28,6
"220",4,"1",529,14.3,1,1.1,"missed",7.3,8,47,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",24,-105,217,"F",81,235,28,6
"221",10,"2",521,7.9,6,5.3,"made",3.5,8,37,"Turnaround Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Right Side(R)","8-16 ft.",8,62,55,"F",81,235,28,6
"222",12,"2",431,8.9,17,12.7,"made",2.3,7,8,"Running Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",5,-32,41,"F",81,235,28,6
"223",5,"1",368,20.7,4,4.4,"missed",7.4,6,5,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-15,0,"F",81,235,28,6
"224",23,"4",404,11.6,0,1.2,"missed",5.5,6,42,"Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",26,97,246,"F",81,235,28,6
"225",17,"3",683,4.3,3,5.9,"missed",4.2,11,20,"Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",20,-209,0,"F",81,235,28,6
"226",8,"2",626,11,0,4,"missed",7.4,10,24,"Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",26,2,263,"G-F",81,186,29,7
"227",7,"1",15,8.1,0,4.6,"missed",0.8,0,13,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-19,3,"F",82,210,27,6
"228",22,"4",395,16.9,7,7.4,"missed",1.8,6,33,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,2,20,"C",83,232,30,7
"229",18,"4",591,23,1,4,"missed",5.5,9,46,"Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",26,203,170,"FC",85,245,27,7
"230",14,"3",299,21.8,0,0.8,"made",7.5,4,55,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,6,-2,"FC",85,245,27,7
"231",5,"2",701,5.3,16,13.3,"made",0.8,11,37,"Fadeaway Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",10,-90,50,"FC",85,245,27,7
"232",8,"2",497,17.5,5,6,"made",0,8,16,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-8,6,"FC",85,245,27,7
"233",3,"1",138,10.7,3,3.8,"made",3.2,2,15,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,18,3,"FC",85,245,27,7
"234",11,"2",337,12.3,1,6.6,"made",1.6,5,35,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,9,"F",80,221,27,7
"235",15,"3",340,0.8,20,22.1,"missed",4.5,5,38,"Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,214,145,"F",80,221,27,7
"236",13,"3",400,12.1,13,12.6,"made",4,6,38,"Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,-59,244,"F",80,221,27,7
"237",8,"2",303,7,0,0,"missed",0,4,58,"Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","8-16 ft.",10,102,11,"G",77,205,29,7
"238",20,"4",459,4,7,9.8,"made",4.3,2,51,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-11,15,"F-G",79,210,30,7
"239",17,"4",660,1.1,9,10,"made",3,9,29,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",28,-95,265,"F-G",79,210,30,7
"240",22,"4",93,4,21,21.1,"missed",5.4,0,49,"Jump Shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",16,108,129,"F-G",79,210,30,7
"241",4,"1",156,11.3,0,1,"missed",2.1,2,31,"Jump Shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.",22,227,-16,"FC",84,245,29,6
"242",13,"4",498,9,0,1.2,"made",8.1,8,15,"Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","8-16 ft.",13,136,26,"FC",84,245,29,6
"243",11,"4",687,9,0,4.3,"made",4.1,11,24,"Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","16-24 ft.",16,163,-10,"F-G",79,225,29,7
"244",2,"1",64,5.1,1,1.4,"missed",3,1,0,"Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",21,-213,-22,"F-G",79,225,29,7
"245",10,"3",258,5.3,4,2.9,"missed",3.4,4,15,"Step Back Jump shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",7,-56,56,"F-G",79,225,29,7
"246",5,"1",351,10.9,2,2.8,"missed",2.1,5,48,"Running Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",5,42,37,"F",80,225,28,7
"247",2,"2",446,5.3,3,6.9,"missed",4.5,7,23,"Turnaround Fadeaway shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",15,-153,44,"F",80,225,28,7
"248",8,"2",129,22.3,1,0.7,"made",2.1,2,9,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-4,0,"F",80,225,28,7
"249",17,"4",54,6.9,20,16.4,"made",3.6,0,52,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-23,1,"F",80,225,28,7
"250",18,"4",42,22,2,4,"missed",1,0,40,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-10,12,"F",80,225,28,7
"251",15,"4",348,14.3,0,1.2,"missed",5.5,5,46,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",24,-131,209,"F",80,225,28,7
"252",14,"4",460,1,6,10.1,"missed",2.8,7,37,"Running Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",5,-40,42,"F",80,225,28,7
"253",3,"1",461,10.9,0,0.8,"missed",5.6,7,38,"Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",26,140,222,"F",80,225,28,7
"254",5,"2",309,22.8,0,1.1,"missed",2.9,5,6,"Turnaround Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",9,10,93,"F",80,225,28,7
"255",12,"3",245,13.8,3,6.9,"made",5.4,4,2,"Step Back Jump shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",16,119,118,"F",80,225,28,7
"256",2,"1",499,5.8,2,8.8,"missed",4.2,8,16,"Step Back Jump shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",14,-139,37,"F",80,225,28,7
"257",13,"3",215,14.9,12,9.4,"missed",3.7,3,32,"Step Back Jump shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",18,-51,173,"F",80,225,28,7
"258",10,"3",372,3,1,3.5,"missed",3.5,6,10,"Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",20,-153,142,"G",77,215,29,7
"259",16,"4",285,5.7,0,1,"missed",7.6,4,43,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-205,153,"G",77,215,29,7
"260",9,"3",126,17.2,4,3.2,"made",3,2,4,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-5,4,"F",81,248,31,7
"261",6,"2",664,15.8,3,3.5,"missed",2.2,11,2,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,1,0,"FC",81,289,29,7
"262",15,"4",552,21,2,4,"made",3.9,9,10,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,13,-8,"G",75,190,29,7
"263",9,"2",554,19.9,2,2.2,"made",2.4,9,11,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,-8,"F",80,240,30,6
"264",6,"2",592,18.4,6,6.1,"made",0.7,9,52,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,18,6,"F",80,240,30,6
"265",5,"1",20,7.5,4,6.1,"missed",4.8,0,16,"Jump Shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",21,84,198,"F",80,240,30,6
"266",8,"2",591,5.1,5,13.7,"made",3.1,9,49,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,7,1,"F",80,240,30,6
"267",10,"4",569,8.9,6,6.8,"missed",6.3,9,26,"Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","16-24 ft.",19,179,89,"F",80,240,30,6
"268",13,"4",402,5.7,21,18.3,"made",3,6,39,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-4,6,"F",80,240,30,6
"269",19,"3",38,17.3,6,5.3,"missed",2.7,0,35,"Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",27,163,216,"G",75,190,26,5
"270",15,"2",107,9.7,0,0.8,"missed",4.6,1,44,"Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",14,-147,0,"G",75,200,26,6
"271",13,"2",408,7.7,0,0.8,"missed",9.4,6,45,"Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,110,235,"G",75,200,26,6
"272",23,"4",351,5.9,18,15.8,"missed",5,5,48,"Jump Shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",20,89,187,"G",75,200,26,6
"273",22,"4",457,4.7,0,1.1,"missed",5.1,7,33,"Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",29,146,261,"G",75,200,26,6
"274",25,"4",253,7.9,4,6,"made",5.3,4,10,"Turnaround Fadeaway shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",14,-144,-13,"G",75,200,26,6
"275",15,"4",482,4.5,8,11.6,"missed",4.2,7,59,"Jump Shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",17,-38,170,"F",82,225,26,6
"276",14,"4",524,9.2,16,15.1,"made",2.2,8,41,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,17,4,"F",82,225,26,6
"277",13,"4",556,9.4,0,2.4,"made",4.2,9,13,"Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",16,-158,45,"F",82,225,26,6
"278",2,"1",664,20.9,2,2.9,"made",7.3,11,0,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,7,-2,"G",76,215,26,6
"279",11,"4",475,8.9,3,3.8,"missed",5.5,7,52,"Turnaround Fadeaway shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",8,-82,26,"C",84,255,27,6
"280",9,"3",470,18.9,0,4.6,"missed",4.2,7,42,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,12,17,"C",84,255,27,6
"281",5,"1",38,14.6,6,9.3,"made",3.4,0,36,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-8,1,"FC",82,255,27,6
"282",3,"1",478,11.7,3,5.8,"made",3.3,7,56,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,28,3,"C",86,290,28,6
"283",11,"2",475,3.4,4,5.8,"made",2.1,7,53,"Running Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",5,36,47,"C",86,290,28,6
"284",9,"1",130,11.2,3,6.9,"missed",1.8,2,7,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,9,17,"C",86,248,27,4
"285",4,"1",69,2.5,6,6.4,"missed",5,1,6,"Jump Shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",21,141,162,"F",82,240,27,6
"286",14,"4",433,5.8,10,12.5,"missed",4.2,7,9,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-125,222,"F",82,240,27,6
"287",12,"2",406,21,0,0.7,"made",3.4,6,44,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,23,9,"F",82,240,27,6
