"","SHOT_NUMBER","PERIOD","GAME_CLOCK","SHOT_CLOCK","DRIBBLES","TOUCH_TIME","SHOT_RESULT","CLOSE_DEF_DIST","MINUTES_REMAINING","SECONDS_REMAINING","ACTION_TYPE","SHOT_TYPE","SHOT_ZONE_BASIC","SHOT_ZONE_AREA","SHOT_ZONE_RANGE","SHOT_DISTANCE","LOC_X","LOC_Y","DEFENDER_POSITION","DEFENDER_HEIGHT","DEFENDER_WEIGHT","DEFENDER_AGE","DEFENDER_EXPERIENCE"
"579",15,"4",209,2.9,0,1.4,"made",3.7,3,26,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",24,-177,173,"F-G",79,195,24,2
"580",9,"3",575,7.9,6,8.1,"missed",3.7,9,32,"Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",20,-101,173,"F-G",79,195,24,2
"581",9,"2",142,9.1,15,15.5,"missed",0.1,2,20,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,10,4,"C",83,279,21,2
"582",6,"1",91,11.8,12,12.4,"made",1.7,1,30,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,-2,"C",83,279,21,2
"583",15,"3",571,13.3,10,11,"made",3.2,9,28,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-2,0,"C",83,279,21,2
"584",14,"3",453,8.8,2,2.6,"made",2.8,7,29,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-4,-2,"C",83,279,21,2
"585",17,"3",137,16.7,6,6.4,"made",4.9,2,13,"Running Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Right Side(R)","8-16 ft.",9,67,66,"C",83,279,21,2
"586",17,"3",185,11.6,14,12.9,"missed",2,3,4,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,2,15,"C",83,279,21,2
"587",11,"3",557,17.1,6,6.2,"missed",5,9,14,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-138,214,"F",80,225,23,2
"588",10,"3",584,15.6,8,6.8,"made",3.9,9,41,"Step Back Jump shot","2PT Field Goal","Mid-Range","Right Side(R)","16-24 ft.",21,192,101,"F",80,225,23,2
"589",12,"3",526,3.9,3,9.5,"made",4.3,8,42,"Step Back Jump shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",17,-169,45,"F",80,225,23,2
"590",3,"1",451,19.5,1,1.4,"made",4.3,7,29,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,-3,"F",80,225,23,2
"591",16,"4",634,9.2,9,9.6,"made",3.5,10,31,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,-120,235,"G",76,200,22,2
"592",5,"1",369,13.4,1,2.1,"missed",4.6,6,5,"Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,125,217,"F",81,215,22,2
"593",13,"3",661,2.8,2,3.1,"missed",3.3,10,58,"Step Back Jump shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",17,-177,4,"F",81,215,22,2
"594",7,"1",108,11.8,0,0.7,"missed",5.4,1,46,"Jump Shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",20,163,132,"F",81,215,22,2
"595",30,"4",29,1.5,18,22.5,"missed",0,0,26,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,2,-6,"F",81,255,23,2
"596",5,"1",30,4.5,18,19.1,"missed",4.7,0,27,"Step Back Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",24,-122,213,"F",81,255,23,2
"597",26,"4",336,2.9,5,5.7,"missed",4,5,34,"Step Back Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,127,224,"F",81,255,23,2
"598",14,"2",45,9.3,13,14.8,"missed",3.5,0,42,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-8,-6,"F",81,255,23,2
"599",21,"3",120,16.1,6,7.6,"made",4.8,1,57,"Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,165,194,"F",81,255,23,2
"600",12,"2",5,2.3,25,21.6,"made",2.5,0,2,"Turnaround Fadeaway shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",16,37,159,"G",79,205,22,2
"601",10,"2",117,15,0,0.4,"made",2.1,1,55,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,6,7,"G",79,205,22,2
"602",11,"2",66,11.2,0,0.8,"made",2.7,1,4,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-8,0,"G",79,205,22,2
"603",15,"3",179,8.9,15,15.5,"missed",4.3,2,56,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-128,217,"G",79,205,22,2
"604",26,"4",100,14.8,9,9.2,"made",5.7,1,39,"Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",7,-71,9,"F",81,260,23,2
"605",11,"2",485,21.8,0,1,"missed",3.1,8,1,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-7,4,"F",81,260,23,2
"606",17,"3",452,23,1,1.2,"missed",1.6,7,29,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,4,0,"G",76,215,24,2
"607",9,"2",701,4.7,3,10.1,"made",4.2,11,37,"Step Back Jump shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",20,-194,80,"F",78,235,24,2
"608",24,"4",193,1.6,4,8.4,"made",0.9,3,11,"Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",5,20,56,"F",79,230,25,2
"609",3,"1",288,6.4,6,7.9,"missed",3,4,45,"Fadeaway Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",12,-105,63,"F",79,240,24,2
"610",3,"1",355,20.8,0,0.8,"made",4.9,5,51,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-8,1,"F",80,237,26,2
"611",13,"4",558,8,8,10.9,"missed",5.9,9,15,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-82,244,"FC",82,250,25,2
"612",11,"3",531,15.6,6,5.4,"made",4.8,8,47,"Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",27,100,258,"C",84,270,26,2
"613",4,"1",191,15.6,10,8.2,"missed",4.1,3,9,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-11,0,"F",81,242,29,2
"614",1,"1",591,2.3,1,2.1,"made",5.6,9,48,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-111,227,"F",81,242,29,2
"615",14,"3",86,18,4,5,"missed",2.3,1,22,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,0,12,"F",81,242,29,2
"616",5,"1",178,20,1,2,"made",2.6,2,53,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,1,1,"F",81,242,29,2
"617",5,"1",37,19.9,5,4,"missed",3.7,0,34,"Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",26,6,261,"F",80,235,31,2
"618",17,"3",53,10.5,13,12.7,"made",5.4,0,51,"Step Back Jump shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",17,-139,101,"F",80,235,31,2
"619",15,"3",211,7.3,2,3.2,"made",1.8,3,28,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-8,17,"F",80,235,31,2
"620",18,"3",11,3.4,21,21.2,"missed",2.9,0,7,"Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",13,-130,0,"F",80,235,31,2
"621",9,"2",103,4.5,5,6.3,"made",2.2,1,39,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",24,-130,209,"G",77,201,25,2
"622",6,"2",570,11.9,12,9.6,"missed",1.5,9,26,"Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Left Side(L)","8-16 ft.",8,-45,72,"G",77,201,25,2
"623",7,"2",504,13.1,0,0.9,"made",1.9,8,23,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,4,0,"G",77,201,25,2
"624",10,"2",31,18.6,9,5.3,"missed",6.9,0,26,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-193,170,"G",77,201,25,2
"625",19,"3",253,21.6,2,2.4,"made",2.2,4,10,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,1,1,"G",77,201,25,2
"626",4,"2",688,11.5,2,2.3,"made",7.5,11,26,"Jump Shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",21,-5,211,"C",82,248,25,2
"627",13,"3",216,6,11,9.4,"made",2,3,34,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,2,7,"FC",82,260,28,2
"628",15,"4",235,9.1,14,15.8,"made",3,3,53,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-11,3,"C",85,255,22,1
"629",3,"1",438,14,1,3.6,"missed",3.4,7,16,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,17,-3,"C",85,255,22,1
"630",2,"1",664,0.5,10,8,"made",4.1,11,1,"Turnaround Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Right Side(R)","8-16 ft.",13,78,116,"G",79,210,23,1
"631",5,"1",502,19.7,2,3.2,"missed",1.6,8,21,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-5,-2,"G",79,210,23,1
"632",8,"3",377,20,2,2.6,"missed",6.6,6,13,"Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,105,235,"G",77,195,22,1
"633",3,"1",28,14.5,0,5.7,"missed",5.4,0,24,"Jump Shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.",22,226,3,"G",77,195,22,1
"634",10,"3",99,18.8,5,5.6,"missed",2.2,1,36,"Running Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Right Side(R)","8-16 ft.",8,72,37,"G",77,195,22,1
"635",2,"1",40,13.7,11,9.1,"missed",3.1,0,38,"Fadeaway Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",13,-128,36,"G",77,195,22,1
"636",5,"1",302,20.6,1,2.1,"made",0,5,1,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,4,3,"G",73,168,21,1
"637",13,"3",649,21.4,0,1,"made",2.1,10,47,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-8,4,"G",73,168,21,1
"638",9,"2",94,12,0,0.6,"made",3.3,1,32,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-5,6,"C",84,245,25,1
"639",10,"2",50,7,22,17.2,"made",6,0,48,"Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,99,233,"C",83,233,25,1
"640",6,"2",323,12.6,10,9.9,"missed",2.7,5,20,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,2,14,"C",83,233,25,1
"641",2,"1",184,15.9,7,6.6,"missed",4.8,3,0,"Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",8,0,83,"C",83,233,25,1
"642",7,"2",308,20.2,0,1.2,"made",2.5,5,9,"Jump Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",3,0,33,"C",83,233,25,1
"643",1,"1",684,19,6,5.5,"missed",2.3,11,21,"Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",4,-37,26,"FC",84,238,24,1
"644",13,"2",402,14.8,12,8.4,"made",5.3,6,39,"Jump Shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",17,29,173,"FC",84,238,24,1
"645",20,"3",469,21.7,0,0.9,"made",12.1,7,46,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",24,-161,190,"FC",84,238,24,1
"646",21,"3",234,8,5,3.4,"missed",4.5,3,52,"Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",14,-119,83,"FC",84,238,24,1
"647",8,"1",146,8.9,0,2.1,"missed",5.5,2,23,"Jump Shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.",23,234,22,"FC",84,238,24,1
"648",3,"1",567,20.8,5,3.6,"missed",3,9,27,"Jump Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",3,31,25,"G",77,205,22,1
"649",24,"4",210,6.3,17,15.9,"missed",3.4,3,27,"Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",4,-34,25,"G",77,205,22,1
"650",14,"2",8,2,0,4.2,"made",4.9,0,7,"Jump Shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",17,129,112,"G",77,205,22,1
"651",7,"3",675,0.7,0,2.6,"missed",3.9,11,11,"Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",30,125,277,"G",77,205,22,1
"652",2,"1",622,20.3,0,2.6,"missed",9.7,10,21,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,-122,230,"G",77,205,22,1
"653",9,"3",206,20.2,3,3,"missed",1.4,3,24,"Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",4,31,26,"G",77,205,22,1
"654",8,"2",270,4.9,0,0.7,"missed",1.6,4,25,"Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Left Side(L)","8-16 ft.",8,-76,25,"FC",83,230,23,1
"655",13,"4",680,1.2,7,9.1,"missed",4.5,11,17,"Turnaround Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","8-16 ft.",11,108,52,"F",80,198,22,1
"656",14,"4",615,11.3,3,3.8,"made",3.8,10,12,"Step Back Jump shot","2PT Field Goal","Mid-Range","Right Side(R)","8-16 ft.",10,86,58,"F",80,198,22,1
"657",5,"1",86,4.1,1,6,"made",4.2,1,23,"Step Back Jump shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.",23,-235,7,"F",80,198,22,1
"658",10,"1",66,4.4,11,13,"missed",3.3,1,3,"Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",5,-56,19,"F",80,198,22,1
"659",6,"2",643,2.3,7,11.2,"missed",4.6,10,40,"Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",18,-98,156,"F",81,215,24,1
"660",15,"4",401,10.3,16,14,"missed",5.1,6,38,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-120,220,"F",81,215,24,1
"661",13,"4",629,18.4,6,5.3,"missed",7.8,10,26,"Jump Shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",23,-15,231,"F",81,215,24,1
"662",1,"1",598,20.4,0,1,"made",6.7,9,54,"Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,23,254,"F",81,215,24,1
"663",2,"1",572,19,4,4.5,"missed",3.5,9,29,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-218,140,"F",81,215,24,1
"664",13,"3",12,5.9,19,19.1,"missed",1.9,0,10,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-16,12,"C",85,245,23,1
"665",16,"4",685,12.6,12,9.9,"missed",4,11,22,"Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,182,172,"F",78,227,22,1
"666",5,"1",88,20.6,3,3.7,"missed",4.7,1,26,"Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,146,211,"G",78,210,23,1
"667",18,"3",181,16.5,9,7.8,"made",5.4,2,58,"Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,92,239,"F",79,200,23,1
"668",12,"2",331,9.9,1,1.1,"missed",9.2,5,28,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-98,238,"F",79,200,23,1
"669",23,"4",393,17.8,0,0.4,"made",1.9,6,30,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-4,23,"F",79,200,23,1
"670",18,"4",543,8.8,0,2.9,"missed",3.3,9,0,"Turnaround Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",13,-134,14,"F",79,200,23,1
"671",30,"5",28,5.1,2,6.1,"missed",9.4,0,24,"Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",16,-164,4,"F",79,200,23,1
"672",2,"1",608,10.8,0,2,"made",4.5,10,5,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-116,228,"F",79,200,23,1
"673",8,"2",590,13.1,2,5.2,"made",3.3,9,47,"Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",20,-97,178,"F",79,200,23,1
"674",11,"2",367,10,1,2,"missed",8.8,6,4,"Jump Shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",20,121,168,"F",79,200,23,1
"675",10,"2",440,7.3,0,2.3,"missed",3.2,7,17,"Jump Shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",20,84,192,"F",79,200,23,1
"676",17,"3",303,16.7,6,6.3,"missed",6.5,5,1,"Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",17,-161,63,"F",79,200,23,1
"677",29,"5",54,4.5,20,19.5,"missed",3.1,0,51,"Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",16,-142,83,"F",79,200,23,1
"678",4,"1",470,5.5,4,3.8,"missed",4.9,7,48,"Jump Shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",21,2,214,"F",79,200,23,1
"679",21,"4",547,8.8,3,5.6,"missed",1.5,9,4,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,-188,187,"F",79,200,23,1
"680",9,"2",494,12.4,0,1.8,"missed",2.6,8,12,"Fadeaway Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","8-16 ft.",15,147,55,"F",79,200,23,1
"681",17,"4",656,10.6,1,4.8,"made",2.9,10,53,"Fadeaway Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",12,-123,28,"F",79,200,23,1
"682",6,"1",155,22,0,1.1,"missed",5,2,31,"Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",26,152,213,"G",76,210,23,1
"683",4,"1",398,13.6,0,4,"made",2.5,6,34,"Jump Shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.",23,231,7,"G",76,210,23,1
"684",20,"4",41,6.3,15,17.8,"made",3.5,0,40,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,2,9,"G",76,210,23,1
"685",12,"4",606,11.3,0,1.2,"missed",7.1,10,3,"Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,94,233,"F",83,217,20,1
"686",14,"4",231,18.3,7,6.4,"made",2.1,3,48,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-2,3,"F",83,217,20,1
"687",18,"4",89,6.1,0,11.8,"missed",3.9,1,26,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-119,227,"G-F",79,208,21,1
"688",17,"4",477,5.3,1,7.2,"missed",2.7,7,54,"Fadeaway Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",18,-131,129,"G-F",79,208,21,1
"689",13,"3",362,11.3,13,11.7,"made",5.8,5,59,"Jump Shot","2PT Field Goal","Mid-Range","Center(C)","8-16 ft.",15,42,146,"F",79,225,24,1
"690",5,"1",316,12.2,0,1.2,"missed",5.9,5,13,"Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,179,184,"F",79,225,24,1
"691",7,"2",359,3.7,2,4.2,"missed",4.4,5,57,"Turnaround Fadeaway shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",15,-150,22,"F",79,225,24,1
"692",4,"1",448,17,6,7,"missed",3,7,26,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-21,0,"F",79,225,24,1
"693",20,"4",58,4.5,10,9.5,"missed",4.4,0,56,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,-231,123,"F",79,225,24,1
"694",16,"4",547,3.3,3,4.8,"made",6.9,9,5,"Step Back Jump shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",16,-149,75,"F",79,225,24,1
"695",2,"1",541,14.6,6,9.6,"made",1.4,8,59,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-13,15,"F",79,225,24,1
"696",10,"2",516,12.9,2,4.7,"missed",3.7,8,34,"Turnaround Fadeaway shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",12,-120,15,"F",79,225,24,1
"697",1,"1",663,9.5,2,6,"missed",5.4,11,0,"Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",15,-136,74,"F",79,225,24,1
"698",12,"3",422,20.7,1,1.8,"missed",3.3,6,58,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,0,12,"F",79,225,24,1
"699",11,"2",25,20.7,0,0,"made",3.8,0,24,"Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,10,11,"F",79,225,24,1
"700",12,"2",33,1.7,22,20.1,"missed",3.9,0,32,"Turnaround Fadeaway shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",19,36,194,"F",79,225,24,1
"701",14,"3",335,14.7,11,9.6,"made",1.9,5,33,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-7,14,"F",79,225,24,1
"702",18,"4",396,10,14,13.3,"missed",6,6,33,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,-134,228,"F",79,225,24,1
"703",9,"2",57,8.3,2,2.6,"missed",6.6,0,54,"Step Back Jump shot","2PT Field Goal","Mid-Range","Right Side(R)","16-24 ft.",16,168,-6,"F",79,225,24,1
"704",21,"4",51,22.1,3,1.9,"missed",2.2,0,49,"Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",13,-7,132,"F",79,225,24,1
"705",9,"2",538,16.2,6,7.1,"missed",3.5,8,55,"Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",13,4,131,"F",79,225,24,1
"706",7,"3",619,19.9,2,2.7,"made",4.6,10,16,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",24,-127,214,"F",83,230,24,1
"707",4,"2",637,21.8,0,1.5,"missed",6.2,10,33,"Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",24,-207,138,"F",83,230,24,1
"708",15,"3",221,8,15,14.8,"missed",3,3,38,"Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",4,-40,26,"F",83,230,24,1
"709",7,"2",401,17.7,5,6,"made",0,6,41,"Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-8,12,"F",83,230,24,1
"710",1,"1",707,23.1,0,1.4,"made",2.9,11,42,"Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",7,-7,71,"F",83,230,24,1
"711",15,"3",42,8.3,10,9,"made",5.4,0,1,"Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",26,179,201,"F",83,230,24,1
"712",14,"3",81,13,1,2.6,"made",7.9,0,40,"Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,147,208,"F",83,230,24,1
"713",12,"3",508,19.4,0,1.1,"missed",5.1,8,26,"Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",28,-65,277,"F",83,230,24,1
"714",3,"2",641,9.6,0,2.7,"missed",7,10,39,"Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",19,-179,72,"F",83,230,24,1
"715",7,"1",46,4.2,3,4.4,"missed",3.5,0,43,"Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",18,-188,0,"FC",83,260,32,1
